"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorJaccard record1Value","[0] BookTitleComparatorJaccard record2Value","[0] BookTitleComparatorJaccard record1PreprocessedValue","[0] BookTitleComparatorJaccard record2PreprocessedValue","[0] BookTitleComparatorJaccard similarity","[0] BookTitleComparatorJaccard postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","C94","B40253","0.1",,"Be(com)ing Nigerian","The Sound of Music","being nigerian","the sound of music","0.0","0.0","Elnathan_John","Julia Antopol Hirsch, Robert L. Wise (Foreword by)","elnathan john","julia antopol hirsch, robert l. wise ","0.25","0.25"
"LinearCombinationMatchingRule","C2369","B26451","0.07058823529411766",,"Evernight (series)","The Sinister Sign Post","evernight ","the sinister sign post","0.0","0.0","Claudia_Gray","Franklin W. Dixon","claudia gray","franklin w. dixon","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2369","B04699","0.06666666666666665",,"Evernight (series)","The World of Yesterday","evernight ","the world of yesterday","0.0","0.0","Claudia_Gray","Stefan Zweig, Harry Zohn (Introduction), Анна Лилова (Translator)","claudia gray","stefan zweig, harry zohn , анна лилова ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C93","B19371","0.04705882352941178",,"Be(com)ing Nigerian","Mormon Doctrine","being nigerian","mormon doctrine","0.0","0.0","Elnathan_John","Bruce R. McConkie","elnathan john","bruce r. mcconkie","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C2369","B39777","0.06315789473684212",,"Evernight (series)","Poems of Alfred, Lord Tennyson","evernight ","poems of alfred, lord tennyson","0.0","0.0","Claudia_Gray","Alfred Tennyson, Virgil Burnett (Illustrator), Ruth Greiner Rausen (Introduction / Editor)","claudia gray","alfred tennyson, virgil burnett , ruth greiner rausen ","0.1578947368421053","0.1578947368421053"
"LinearCombinationMatchingRule","C2369","B14241","0.06666666666666665",,"Evernight (series)","The Sign of the Twisted Candles","evernight ","the sign of the twisted candles","0.0","0.0","Claudia_Gray","Carolyn Keene, Walter Karig (Ghostwriter)","claudia gray","carolyn keene, walter karig ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B32623","0.05333333333333332",,"Be(com)ing Nigerian","The Social Construction of Reality: A Treatise in the Sociology of Knowledge","being nigerian","the social construction of reality: a treatise in the sociology of knowledge","0.0","0.0","Elnathan_John","Peter L. Berger, Thomas Luckmann","elnathan john","peter l. berger, thomas luckmann","0.1333333333333333","0.1333333333333333"
"LinearCombinationMatchingRule","C94","B33714","0.09411764705882356",,"Be(com)ing Nigerian","More Max Danger","being nigerian","more max danger","0.0","0.0","Elnathan_John","Robert J. Collins","elnathan john","robert j. collins","0.23529411764705888","0.23529411764705888"
"LinearCombinationMatchingRule","C94","B40007","0.02857142857142856",,"Be(com)ing Nigerian","Tree and Leaf","being nigerian","tree and leaf","0.0","0.0","Elnathan_John","J.R.R. Tolkien","elnathan john","j.r.r. tolkien","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C2369","B31863","0.10909090909090909",,"Evernight (series)","Mind, Self and Society from the Standpoint of a Social Behaviorist","evernight ","mind, self and society from the standpoint of a social behaviorist","0.0","0.0","Claudia_Gray","George Herbert Mead, Charles William Morris (Editor)","claudia gray","george herbert mead, charles william morris ","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","C94","B19681","0.03076923076923075",,"Be(com)ing Nigerian","The Boys in the Band","being nigerian","the boys in the band","0.0","0.0","Elnathan_John","Mart Crowley","elnathan john","mart crowley","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C2371","B25633","0.07058823529411766",,"Evernight (series)","The Mark on the Door","evernight ","the mark on the door","0.0","0.0","Claudia_Gray","Franklin W. Dixon","claudia gray","franklin w. dixon","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C2369","B22909","0.02857142857142856",,"Evernight (series)","The Dirty Dozen","evernight ","the dirty dozen","0.0","0.0","Claudia_Gray","E.M. Nathanson","claudia gray","e.m. nathanson","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C93","B34321","0.02666666666666666",,"Be(com)ing Nigerian","The Cuckoo Clock","being nigerian","the cuckoo clock","0.0","0.0","Elnathan_John","Mrs. Molesworth","elnathan john","mrs. molesworth","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C94","B39059","0.03076923076923075",,"Be(com)ing Nigerian","The Time of the Assassins: a Study of Rimbaud","being nigerian","the time of the assassins: a study of rimbaud","0.0","0.0","Elnathan_John","Henry Miller","elnathan john","henry miller","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C93","B32385","0.10526315789473686",,"Be(com)ing Nigerian","The Gardener","being nigerian","the gardener","0.0","0.0","Elnathan_John","Rabindranath Tagore","elnathan john","rabindranath tagore","0.26315789473684215","0.26315789473684215"
"LinearCombinationMatchingRule","C93","B14941","0.0923076923076923",,"Be(com)ing Nigerian","In His Own Write","being nigerian","in his own write","0.0","0.0","Elnathan_John","John Lennon, Yoko Ono (Introduction)","elnathan john","john lennon, yoko ono ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2371","B02363","0.0",,"Evernight (series)","The Waste Land and Other Poems","evernight ","the waste land and other poems","0.0","0.0","Claudia_Gray","T.S. Eliot","claudia gray","t.s. eliot","0.0","0.0"
"LinearCombinationMatchingRule","C94","B10627","0.0923076923076923",,"Be(com)ing Nigerian","The Seven Valleys and the Four Valleys","being nigerian","the seven valleys and the four valleys","0.0","0.0","Elnathan_John","Bahá'u'lláh, Marzieh Gail (Translator), Ali Kuli Khan (Translator)","elnathan john","bahá'u'lláh, marzieh gail , ali kuli khan ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2371","B38945","0.05714285714285716",,"Evernight (series)","A Coney Island of the Mind: Poems","evernight ","a coney island of the mind: poems","0.0","0.0","Claudia_Gray","Lawrence Ferlinghetti","claudia gray","lawrence ferlinghetti","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C94","B20680","0.0923076923076923",,"Be(com)ing Nigerian","The Legend of Ned Kelly: Australia's Outlaw Hero","being nigerian","the legend of ned kelly: australia's outlaw hero","0.0","0.0","Elnathan_John","Robert Melville, Alan Moorehead (Introduction), Nolan, Sidney (Illustrator)","elnathan john","robert melville, alan moorehead , nolan, sidney ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C93","B24523","0.09523809523809526",,"Be(com)ing Nigerian","Spiritual Depression: Its Causes and Cure","being nigerian","spiritual depression: its causes and cure","0.0","0.0","Elnathan_John","D. Martyn Lloyd-Jones","elnathan john","d. martyn lloyd-jones","0.23809523809523814","0.23809523809523814"
"LinearCombinationMatchingRule","C2369","B30540","0.13333333333333336",,"Evernight (series)","Les Trois Mousquetaires & Vingt ans après","evernight ","les trois mousquetaires & vingt ans après","0.0","0.0","Claudia_Gray","Alexandre Dumas","claudia gray","alexandre dumas","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","C2369","B04473","0.06666666666666665",,"Evernight (series)","Why I Am Not a Christian and Other Essays on Religion and Related Subjects","evernight ","why i am not a christian and other essays on religion and related subjects","0.0","0.0","Claudia_Gray","Bertrand Russell, Paul Edwards (Editor)","claudia gray","bertrand russell, paul edwards ","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C93","B01867","0.0923076923076923",,"Be(com)ing Nigerian","The Black Stallion","being nigerian","the black stallion","0.0","0.0","Elnathan_John","Walter Farley, Keith Ward (Illustrator)","elnathan john","walter farley, keith ward ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B04237","0.1",,"Evernight (series)","A Time to Love and a Time to Die","evernight ","a time to love and a time to die","0.0","0.0","Claudia_Gray","Erich Maria Remarque, Denver Lindley (translator)","claudia gray","erich maria remarque, denver lindley ","0.25","0.25"
"LinearCombinationMatchingRule","C2369","B25191","0.06666666666666665",,"Evernight (series)","The Shrimp and the Anemone","evernight ","the shrimp and the anemone","0.0","0.0","Claudia_Gray","L.P. Hartley","claudia gray","l.p. hartley","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B23932","0.06153846153846154",,"Be(com)ing Nigerian","Curious George","being nigerian","curious george","0.0","0.0","Elnathan_John","H.A. Rey","elnathan john","h.a. rey","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B00837","0.06153846153846154",,"Be(com)ing Nigerian","Go, Dog. Go!","being nigerian","go, dog. go!","0.0","0.0","Elnathan_John","P.D. Eastman","elnathan john","p.d. eastman","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B10331","0.06153846153846154",,"Be(com)ing Nigerian","The Etruscan","being nigerian","the etruscan","0.0","0.0","Elnathan_John","Mika Waltari, Lily Leino (translator)","elnathan john","mika waltari, lily leino ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B32402","0.06153846153846154",,"Be(com)ing Nigerian","Dokuzuncu Hariciye Koğuşu","being nigerian","dokuzuncu hariciye koğuşu","0.0","0.0","Elnathan_John","Peyami Safa","elnathan john","peyami safa","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B19515","0.0",,"Evernight (series)","The Ill-Made Knight","evernight ","the ill-made knight","0.0","0.0","Claudia_Gray","T.H. White","claudia gray","t.h. white","0.0","0.0"
"LinearCombinationMatchingRule","C93","B21262","0.07999999999999999",,"Be(com)ing Nigerian","Genius","being nigerian","genius","0.0","0.0","Elnathan_John","Patrick Dennis (Pseudonym), Edward Everett Tanner III","elnathan john","patrick dennis , edward everett tanner iii","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C94","B11727","0.07999999999999999",,"Be(com)ing Nigerian","The Inheritors","being nigerian","the inheritors","0.0","0.0","Elnathan_John","William Golding","elnathan john","william golding","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C2369","B26288","0.03076923076923075",,"Evernight (series)","The Scorching Wind","evernight ","the scorching wind","0.0","0.0","Claudia_Gray","Walter Macken","claudia gray","walter macken","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C94","B41353","0.0923076923076923",,"Be(com)ing Nigerian","The Dark Child","being nigerian","the dark child","0.0","0.0","Elnathan_John","Camara Laye, James Kirkup (Translator), William Plover (Introduction)","elnathan john","camara laye, james kirkup , william plover ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B06200","0.2",,"Evernight (series)","The Golden Ass","evernight ","the golden ass","0.0","0.0","Claudia_Gray","Apuleius, Jack Lindsay (Translator, introduction), Claudio Annaratone (translator)","claudia gray","apuleius, jack lindsay , claudio annaratone ","0.5","0.5"
"LinearCombinationMatchingRule","C93","B23645","0.0",,"Be(com)ing Nigerian","A Vision","being nigerian","a vision","0.0","0.0","Elnathan_John","W.B. Yeats","elnathan john","w.b. yeats","0.0","0.0"
"LinearCombinationMatchingRule","C93","B31028","0.06153846153846154",,"Be(com)ing Nigerian","Prochain épisode","being nigerian","prochain épisode","0.0","0.0","Elnathan_John","Hubert Aquin","elnathan john","hubert aquin","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B14970","0.0923076923076923",,"Be(com)ing Nigerian","The Narrow Road to the Deep North and Other Travel Sketches (Yuasa)","being nigerian","the narrow road to the deep north and other travel sketches ","0.0","0.0","Elnathan_John","Matsuo Bashō, Nobuyuki Yuasa (Translator & Introduction)","elnathan john","matsuo bashō, nobuyuki yuasa ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B30499","0.0",,"Be(com)ing Nigerian","Karen","being nigerian","karen","0.0","0.0","Elnathan_John","Marie Killilea","elnathan john","marie killilea","0.0","0.0"
"LinearCombinationMatchingRule","C2369","B09959","0.07500000000000001",,"Evernight (series)","The Holy Terrors","evernight ","the holy terrors","0.0","0.0","Claudia_Gray","Jean Cocteau, Rosamond Lehmann (translator)","claudia gray","jean cocteau, rosamond lehmann ","0.1875","0.1875"
"LinearCombinationMatchingRule","C2369","B37144","0.05714285714285716",,"Evernight (series)","La Mort du Vazir-Moukhtar","evernight ","la mort du vazir-moukhtar","0.0","0.0","Claudia_Gray","Yury Tynyanov, Iouri Tyniavov","claudia gray","yury tynyanov, iouri tyniavov","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C2369","B36296","0.07058823529411766",,"Evernight (series)","3 By Flannery O'Connor","evernight ","3 by flannery o'connor","0.0","0.0","Claudia_Gray","Flannery O'Connor","claudia gray","flannery o'connor","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","C94","B33772","0.0",,"Be(com)ing Nigerian","The Immense Journey","being nigerian","the immense journey","0.0","0.0","Elnathan_John","Loren Eiseley","elnathan john","loren eiseley","0.0","0.0"
"LinearCombinationMatchingRule","C94","B35942","0.0923076923076923",,"Be(com)ing Nigerian","Angelique and the King","being nigerian","angelique and the king","0.0","0.0","Elnathan_John","Anne Golon, Serge Golon","elnathan john","anne golon, serge golon","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C94","B41149","0.16000000000000003",,"Be(com)ing Nigerian","The Journal of Albion Moonlight","being nigerian","the journal of albion moonlight","0.0","0.0","Elnathan_John","Kenneth Patchen","elnathan john","kenneth patchen","0.4","0.4"
"LinearCombinationMatchingRule","C2369","B31836","0.08571428571428573",,"Evernight (series)","Ion","evernight ","ion","0.0","0.0","Claudia_Gray","Liviu Rebreanu","claudia gray","liviu rebreanu","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","C94","B18386","0.04444444444444447",,"Be(com)ing Nigerian","The Blood of Others","being nigerian","the blood of others","0.0","0.0","Elnathan_John","Simone de Beauvoir","elnathan john","simone de beauvoir","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","C93","B22323","0.0923076923076923",,"Be(com)ing Nigerian","By Searching: My Journey Through Doubt Into Faith","being nigerian","by searching: my journey through doubt into faith","0.0","0.0","Elnathan_John","Isobel Kuhn","elnathan john","isobel kuhn","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B04257","0.07500000000000001",,"Evernight (series)","Antigone","evernight ","antigone","0.0","0.0","Claudia_Gray","Jean Anouilh, Lewis Galantière (Translator)","claudia gray","jean anouilh, lewis galantière ","0.1875","0.1875"
"LinearCombinationMatchingRule","C2369","B41638","0.0761904761904762",,"Evernight (series)","D'Aulaires' Norse Gods and Giants","evernight ","d'aulaires' norse gods and giants","0.0","0.0","Claudia_Gray","Ingri d'Aulaire, Edgar Parin d'Aulaire","claudia gray","ingri d'aulaire, edgar parin d'aulaire","0.19047619047619047","0.19047619047619047"
"LinearCombinationMatchingRule","C93","B10120","0.06153846153846154",,"Be(com)ing Nigerian","The Collected Poems of Wilfred Owen","being nigerian","the collected poems of wilfred owen","0.0","0.0","Elnathan_John","Wilfred Owen, Cecil Day-Lewis (Editor)","elnathan john","wilfred owen, cecil day-lewis ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2371","B27608","0.03333333333333335",,"Evernight (series)","The Green Years","evernight ","the green years","0.0","0.0","Claudia_Gray","A.J. Cronin","claudia gray","a.j. cronin","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C93","B31034","0.0380952380952381",,"Be(com)ing Nigerian","Tusculan Disputations","being nigerian","tusculan disputations","0.0","0.0","Elnathan_John","Marcus Tullius Cicero","elnathan john","marcus tullius cicero","0.09523809523809523","0.09523809523809523"
"LinearCombinationMatchingRule","C94","B30485","0.07500000000000001",,"Be(com)ing Nigerian","Art of Teaching Children","being nigerian","art of teaching children","0.0","0.0","Elnathan_John","Daryl Hoole, Donette V. Ockey","elnathan john","daryl hoole, donette v. ockey","0.1875","0.1875"
"LinearCombinationMatchingRule","C2369","B38002","0.025",,"Evernight (series)","Blueberries for Sal","evernight ","blueberries for sal","0.0","0.0","Claudia_Gray","Robert McCloskey","claudia gray","robert mccloskey","0.0625","0.0625"
"LinearCombinationMatchingRule","C2371","B26518","0.06666666666666665",,"Evernight (series)","Modern Man in Search of a Soul","evernight ","modern man in search of a soul","0.0","0.0","Claudia_Gray","C.G. Jung","claudia gray","c.g. jung","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C2369","B15375","0.1",,"Evernight (series)","The Scent of Water","evernight ","the scent of water","0.0","0.0","Claudia_Gray","Elizabeth Goudge","claudia gray","elizabeth goudge","0.25","0.25"
"LinearCombinationMatchingRule","C2369","B39573","0.07999999999999999",,"Evernight (series)","The Burden","evernight ","the burden","0.0","0.0","Claudia_Gray","Mary Westmacott (Pseudonym), Agatha Christie","claudia gray","mary westmacott , agatha christie","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C94","B30490","0.06153846153846154",,"Be(com)ing Nigerian","Hitler Moves East 1941–1943","being nigerian","hitler moves east 1941–1943","0.0","0.0","Elnathan_John","Paul Carell, Ewald Osters (translator)","elnathan john","paul carell, ewald osters ","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C93","B33459","0.03076923076923075",,"Be(com)ing Nigerian","The Green Child","being nigerian","the green child","0.0","0.0","Elnathan_John","Herbert Read","elnathan john","herbert read","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C94","B13921","0.04444444444444447",,"Be(com)ing Nigerian","Prime of Life (1929-1944)","being nigerian","prime of life ","0.0","0.0","Elnathan_John","Simone de Beauvoir","elnathan john","simone de beauvoir","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","C2371","B13217","0.0",,"Evernight (series)","Tomorrow Will Be Better","evernight ","tomorrow will be better","0.0","0.0","Claudia_Gray","Betty Smith","claudia gray","betty smith","0.0","0.0"
"LinearCombinationMatchingRule","C2369","B32935","0.04705882352941178",,"Evernight (series)","Winnie-the-Pooh in Scots","evernight ","winnie-the-pooh in scots","0.0","0.0","Claudia_Gray","A.A. Milne, James Robertson (Goodreads Author) (Translator), Ernest H. Shepard (Illustrator)","claudia gray","a.a. milne, james robertson  , ernest h. shepard ","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","C93","B20150","0.06153846153846154",,"Be(com)ing Nigerian","Romans et nouvelles I","being nigerian","romans et nouvelles i","0.0","0.0","Elnathan_John","Stendhal","elnathan john","stendhal","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B40045","0.08888888888888889",,"Be(com)ing Nigerian","The Forgotten Daughter","being nigerian","the forgotten daughter","0.0","0.0","Elnathan_John","Caroline Dale Snedeker, Dorothy P. Lathrop (Illustrator)","elnathan john","caroline dale snedeker, dorothy p. lathrop ","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C94","B13926","0.15384615384615385",,"Be(com)ing Nigerian","Selected Poems, 1956-1968","being nigerian","selected poems, 1956-1968","0.0","0.0","Elnathan_John","Leonard Cohen","elnathan john","leonard cohen","0.3846153846153846","0.3846153846153846"
"LinearCombinationMatchingRule","C93","B14719","0.04444444444444447",,"Be(com)ing Nigerian","Force Of Circumstance","being nigerian","force of circumstance","0.0","0.0","Elnathan_John","Simone de Beauvoir","elnathan john","simone de beauvoir","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","C2369","B02074","0.0",,"Evernight (series)","Collected Poems, 1909-1962","evernight ","collected poems, 1909-1962","0.0","0.0","Claudia_Gray","T.S. Eliot","claudia gray","t.s. eliot","0.0","0.0"
"LinearCombinationMatchingRule","C2369","B29530","0.08888888888888889",,"Evernight (series)","Light in My Window","evernight ","light in my window","0.0","0.0","Claudia_Gray","Francena H. Arnold","claudia gray","francena h. arnold","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C93","B24798","0.02666666666666666",,"Be(com)ing Nigerian","Invitation to Sociology: A Humanistic Perspective","being nigerian","invitation to sociology: a humanistic perspective","0.0","0.0","Elnathan_John","Peter L. Berger","elnathan john","peter l. berger","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C94","B18392","0.08888888888888889",,"Be(com)ing Nigerian","The Death of a President: November 1963","being nigerian","the death of a president: november 1963","0.0","0.0","Elnathan_John","William Manchester","elnathan john","william manchester","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","C2371","B22323","0.03333333333333335",,"Evernight (series)","By Searching: My Journey Through Doubt Into Faith","evernight ","by searching: my journey through doubt into faith","0.0","0.0","Claudia_Gray","Isobel Kuhn","claudia gray","isobel kuhn","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C93","B36780","0.05714285714285716",,"Be(com)ing Nigerian","Common Sense in Chess","being nigerian","common sense in chess","0.0","0.0","Elnathan_John","Emanuel Lasker","elnathan john","emanuel lasker","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","C94","B34883","0.06000000000000001",,"Be(com)ing Nigerian","Asylums: Essays on the Social Situation of Mental Patients and Other Inmates","being nigerian","asylums: essays on the social situation of mental patients and other inmates","0.0","0.0","Elnathan_John","Erving Goffman, William B. Helmreich (Introduction)","elnathan john","erving goffman, william b. helmreich ","0.15000000000000002","0.15000000000000002"
"LinearCombinationMatchingRule","C2371","B01867","0.0923076923076923",,"Evernight (series)","The Black Stallion","evernight ","the black stallion","0.0","0.0","Claudia_Gray","Walter Farley, Keith Ward (Illustrator)","claudia gray","walter farley, keith ward ","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2369","B15065","0.06153846153846154",,"Evernight (series)","The Clue in the Crossword Cipher","evernight ","the clue in the crossword cipher","0.0","0.0","Claudia_Gray","Carolyn Keene","claudia gray","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C94","B30285","0.06153846153846154",,"Be(com)ing Nigerian","Theory of Literature","being nigerian","theory of literature","0.0","0.0","Elnathan_John","René Wellek, Austin Warren","elnathan john","rené wellek, austin warren","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B41353","0.16666666666666666",,"Evernight (series)","The Dark Child","evernight ","the dark child","0.0","0.0","Claudia_Gray","Camara Laye, James Kirkup (Translator), William Plover (Introduction)","claudia gray","camara laye, james kirkup , william plover ","0.41666666666666663","0.41666666666666663"
"LinearCombinationMatchingRule","C2371","B33459","0.06666666666666665",,"Evernight (series)","The Green Child","evernight ","the green child","0.0","0.0","Claudia_Gray","Herbert Read","claudia gray","herbert read","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B32457","0.07999999999999999",,"Be(com)ing Nigerian","Iliad, Books 1–12 (Loeb Classical Library, #170)","being nigerian","iliad, books 1–12 ","0.0","0.0","Elnathan_John","Homer, Augustus Taber Murray (Translator), William F. Wyatt Jr. (Translator)","elnathan john","homer, augustus taber murray , william f. wyatt jr. ","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C93","B37629","0.03076923076923075",,"Be(com)ing Nigerian","Strangely Enough","being nigerian","strangely enough","0.0","0.0","Elnathan_John","C.B. Colby, David Lockhart (Illustrator)","elnathan john","c.b. colby, david lockhart ","0.07692307692307687","0.07692307692307687"
"LinearCombinationMatchingRule","C2371","B31034","0.0761904761904762",,"Evernight (series)","Tusculan Disputations","evernight ","tusculan disputations","0.0","0.0","Claudia_Gray","Marcus Tullius Cicero","claudia gray","marcus tullius cicero","0.19047619047619047","0.19047619047619047"
"LinearCombinationMatchingRule","C2371","B20150","0.06666666666666665",,"Evernight (series)","Romans et nouvelles I","evernight ","romans et nouvelles i","0.0","0.0","Claudia_Gray","Stendhal","claudia gray","stendhal","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B05088","0.02857142857142856",,"Be(com)ing Nigerian","A Season in Hell and The Drunken Boat","being nigerian","a season in hell and the drunken boat","0.0","0.0","Elnathan_John","Arthur Rimbaud, Louise Varèse (Translator)","elnathan john","arthur rimbaud, louise varèse ","0.0714285714285714","0.0714285714285714"
"LinearCombinationMatchingRule","C2369","B32402","0.06666666666666665",,"Evernight (series)","Dokuzuncu Hariciye Koğuşu","evernight ","dokuzuncu hariciye koğuşu","0.0","0.0","Claudia_Gray","Peyami Safa","claudia gray","peyami safa","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","C94","B03903","0.06153846153846154",,"Be(com)ing Nigerian","A Sand County Almanac and Sketches Here and There","being nigerian","a sand county almanac and sketches here and there","0.0","0.0","Elnathan_John","Aldo Leopold","elnathan john","aldo leopold","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2369","B08517","0.08421052631578947",,"Evernight (series)","The Little House","evernight ","the little house","0.0","0.0","Claudia_Gray","Virginia Lee Burton","claudia gray","virginia lee burton","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C94","B41160","0.0923076923076923",,"Be(com)ing Nigerian","Lord of Thunder","being nigerian","lord of thunder","0.0","0.0","Elnathan_John","Andre Norton","elnathan john","andre norton","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","C2371","B10331","0.03333333333333335",,"Evernight (series)","The Etruscan","evernight ","the etruscan","0.0","0.0","Claudia_Gray","Mika Waltari, Lily Leino (translator)","claudia gray","mika waltari, lily leino ","0.08333333333333337","0.08333333333333337"
"LinearCombinationMatchingRule","C2371","B32385","0.08421052631578947",,"Evernight (series)","The Gardener","evernight ","the gardener","0.0","0.0","Claudia_Gray","Rabindranath Tagore","claudia gray","rabindranath tagore","0.21052631578947367","0.21052631578947367"
"LinearCombinationMatchingRule","C2371","B00765","0.1",,"Evernight (series)","The Story of Ferdinand","evernight ","the story of ferdinand","0.0","0.0","Claudia_Gray","Munro Leaf, Robert Lawson (Illustrator)","claudia gray","munro leaf, robert lawson ","0.25","0.25"
"LinearCombinationMatchingRule","C93","B14981","0.06153846153846154",,"Be(com)ing Nigerian","The Clue of the Leaning Chimney","being nigerian","the clue of the leaning chimney","0.0","0.0","Elnathan_John","Carolyn Keene","elnathan john","carolyn keene","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","C2371","B34321","0.02666666666666666",,"Evernight (series)","The Cuckoo Clock","evernight ","the cuckoo clock","0.0","0.0","Claudia_Gray","Mrs. Molesworth","claudia gray","mrs. molesworth","0.06666666666666665","0.06666666666666665"
"LinearCombinationMatchingRule","C93","B33284","0.042105263157894736",,"Be(com)ing Nigerian","The Savage Mind","being nigerian","the savage mind","0.0","0.0","Elnathan_John","Claude Lévi-Strauss","elnathan john","claude lévi-strauss","0.10526315789473684","0.10526315789473684"
"LinearCombinationMatchingRule","C2369","B09607","0.05",,"Evernight (series)","The Fox and The Hound","evernight ","the fox and the hound","0.0","0.0","Claudia_Gray","Daniel P. Mannix","claudia gray","daniel p. mannix","0.125","0.125"
"LinearCombinationMatchingRule","C2369","B40253","0.07999999999999999",,"Evernight (series)","The Sound of Music","evernight ","the sound of music","0.0","0.0","Claudia_Gray","Julia Antopol Hirsch, Robert L. Wise (Foreword by)","claudia gray","julia antopol hirsch, robert l. wise ","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","C94","B31356","0.07500000000000001",,"Be(com)ing Nigerian","American Renaissance: Art and Expression in the Age of Emerson and Whitman","being nigerian","american renaissance: art and expression in the age of emerson and whitman","0.0","0.0","Elnathan_John","F.O. Matthiessen","elnathan john","f.o. matthiessen","0.1875","0.1875"
