"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookTitleComparatorLevenshtein record1Value","[1] BookTitleComparatorLevenshtein record2Value","[1] BookTitleComparatorLevenshtein record1PreprocessedValue","[1] BookTitleComparatorLevenshtein record2PreprocessedValue","[1] BookTitleComparatorLevenshtein similarity","[1] BookTitleComparatorLevenshtein postproccesedSimilarity","[2] BookTitleComparatorJaccard record1Value","[2] BookTitleComparatorJaccard record2Value","[2] BookTitleComparatorJaccard record1PreprocessedValue","[2] BookTitleComparatorJaccard record2PreprocessedValue","[2] BookTitleComparatorJaccard similarity","[2] BookTitleComparatorJaccard postproccesedSimilarity","[3] BookPublishDateComparator2Years record1Value","[3] BookPublishDateComparator2Years record2Value","[3] BookPublishDateComparator2Years record1PreprocessedValue","[3] BookPublishDateComparator2Years record2PreprocessedValue","[3] BookPublishDateComparator2Years similarity","[3] BookPublishDateComparator2Years postproccesedSimilarity","[4] BookPublishDateComparator10Years record1Value","[4] BookPublishDateComparator10Years record2Value","[4] BookPublishDateComparator10Years record1PreprocessedValue","[4] BookPublishDateComparator10Years record2PreprocessedValue","[4] BookPublishDateComparator10Years similarity","[4] BookPublishDateComparator10Years postproccesedSimilarity","[5] BookAuthorComparatorJaccard record1Value","[5] BookAuthorComparatorJaccard record2Value","[5] BookAuthorComparatorJaccard record1PreprocessedValue","[5] BookAuthorComparatorJaccard record2PreprocessedValue","[5] BookAuthorComparatorJaccard similarity","[5] BookAuthorComparatorJaccard postproccesedSimilarity","[6] BookAuthorComparatorLevenshtein record1Value","[6] BookAuthorComparatorLevenshtein record2Value","[6] BookAuthorComparatorLevenshtein record1PreprocessedValue","[6] BookAuthorComparatorLevenshtein record2PreprocessedValue","[6] BookAuthorComparatorLevenshtein similarity","[6] BookAuthorComparatorLevenshtein postproccesedSimilarity","[7] BookAuthorComparatorLowerCaseJaccard record1Value","[7] BookAuthorComparatorLowerCaseJaccard record2Value","[7] BookAuthorComparatorLowerCaseJaccard record1PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard record2PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard similarity","[7] BookAuthorComparatorLowerCaseJaccard postproccesedSimilarity"
"WekaMatchingRule","C5445","wiki_books_825","0.04639553702418214",,"The Story of the Latter-day Saints","The Structure of Scientific Revolutions","The Story of the Latter-day Saints","The Structure of Scientific Revolutions","0.0","0.0","The Story of the Latter-day Saints","The Structure of Scientific Revolutions","The Story of the Latter-day Saints","The Structure of Scientific Revolutions","0.3589743589743589","0.3589743589743589","The Story of the Latter-day Saints","The Structure of Scientific Revolutions","The Story of the Latter-day Saints","The Structure of Scientific Revolutions","0.2222222222222222","0.2222222222222222","1976-07-01T00:00","1962-01-28T00:00","1976-07-01T00:00","1962-01-28T00:00","0.0","0.0","1976-07-01T00:00","1962-01-28T00:00","1976-07-01T00:00","1962-01-28T00:00","0.0","0.0","James_B._Allen_(historian)","Thomas Samuel Kuhn","James_B._Allen_(historian)","Thomas Samuel Kuhn","0.0","0.0","James_B._Allen_(historian)","Thomas Samuel Kuhn","James_B._Allen_(historian)","Thomas Samuel Kuhn","0.15384615384615385","0.15384615384615385","James_B._Allen_(historian)","Thomas Samuel Kuhn","james_b._allen_(historian)","thomas samuel kuhn","0.0","0.0"
"WekaMatchingRule","C4520","wiki_books_2211",,"0","Im Dienst des Diktators","Soul of the Fire","Im Dienst des Diktators","Soul of the Fire","0.0","0.0","Im Dienst des Diktators","Soul of the Fire","Im Dienst des Diktators","Soul of the Fire","0.21739130434782605","0.21739130434782605","Im Dienst des Diktators","Soul of the Fire","Im Dienst des Diktators","Soul of the Fire","0.0","0.0","2010-03-01T00:00","1999-03-15T00:00","2010-03-01T00:00","1999-03-15T00:00","0.0","0.0","2010-03-01T00:00","1999-03-15T00:00","2010-03-01T00:00","1999-03-15T00:00","0.0","0.0","Dardan_Gashi","Terry Goodkind","Dardan_Gashi","Terry Goodkind","0.0","0.0","Dardan_Gashi","Terry Goodkind","Dardan_Gashi","Terry Goodkind","0.1428571428571429","0.1428571428571429","Dardan_Gashi","Terry Goodkind","dardan_gashi","terry goodkind","0.0","0.0"
"WekaMatchingRule","C4941","wiki_books_3558","0.033085437934594744",,"The Monstrumologist","The Mount","The Monstrumologist","The Mount","0.0","0.0","The Monstrumologist","The Mount","The Monstrumologist","The Mount","0.42105263157894735","0.42105263157894735","The Monstrumologist","The Mount","The Monstrumologist","The Mount","0.3333333333333333","0.3333333333333333","2009-09-22T00:00","2002-01-28T00:00","2009-09-22T00:00","2002-01-28T00:00","0.0","0.0","2009-09-22T00:00","2002-01-28T00:00","2009-09-22T00:00","2002-01-28T00:00","0.30000000000000004","0.30000000000000004","Rick_Yancey","Carol Emshwiller","Rick_Yancey","Carol Emshwiller","0.0","0.0","Rick_Yancey","Carol Emshwiller","Rick_Yancey","Carol Emshwiller","0.125","0.125","Rick_Yancey","Carol Emshwiller","rick_yancey","carol emshwiller","0.0","0.0"
"WekaMatchingRule","C2988","wiki_books_7727","0.04863074879884597",,"The Childhood of Jesus","The Children of Húrin","The Childhood of Jesus","The Children of Húrin","0.0","0.0","The Childhood of Jesus","The Children of Húrin","The Childhood of Jesus","The Children of Húrin","0.5909090909090908","0.5909090909090908","The Childhood of Jesus","The Children of Húrin","The Childhood of Jesus","The Children of Húrin","0.3333333333333333","0.3333333333333333","2013-03-07T00:00","2007-04-16T00:00","2013-03-07T00:00","2007-04-16T00:00","0.0","0.0","2013-03-07T00:00","2007-04-16T00:00","2013-03-07T00:00","2007-04-16T00:00","0.4","0.4","J._M._Coetzee","Christopher Tolkien","J._M._Coetzee","Christopher Tolkien","0.0","0.0","J._M._Coetzee","Christopher Tolkien","J._M._Coetzee","Christopher Tolkien","0.1578947368421053","0.1578947368421053","J._M._Coetzee","Christopher Tolkien","j._m._coetzee","christopher tolkien","0.0","0.0"
"WekaMatchingRule","C5077","wiki_books_5674","0.01571003067612491",,"The World of Karl Pilkington","The World of Normal Boys","The World of Karl Pilkington","The World of Normal Boys","0.0","0.0","The World of Karl Pilkington","The World of Normal Boys","The World of Karl Pilkington","The World of Normal Boys","0.5357142857142857","0.5357142857142857","The World of Karl Pilkington","The World of Normal Boys","The World of Karl Pilkington","The World of Normal Boys","0.42857142857142855","0.42857142857142855","1905-06-28T00:00","2001-08-01T00:00","1905-06-28T00:00","2001-08-01T00:00","0.0","0.0","1905-06-28T00:00","2001-08-01T00:00","1905-06-28T00:00","2001-08-01T00:00","0.0","0.0","Stephen_Merchant","K.M. Soehnlein","Stephen_Merchant","K.M. Soehnlein","0.0","0.0","Stephen_Merchant","K.M. Soehnlein","Stephen_Merchant","K.M. Soehnlein","0.0625","0.0625","Stephen_Merchant","K.M. Soehnlein","stephen_merchant","k.m. soehnlein","0.0","0.0"
"WekaMatchingRule","C5453","wiki_books_5222","0.01571003067612491",,"Wideacre","Wings","Wideacre","Wings","0.0","0.0","Wideacre","Wings","Wideacre","Wings","0.25","0.25","Wideacre","Wings","Wideacre","Wings","0.0","0.0","1987-02-01T00:00","1906-01-28T00:00","1987-02-01T00:00","1906-01-28T00:00","0.0","0.0","1987-02-01T00:00","1906-01-28T00:00","1987-02-01T00:00","1906-01-28T00:00","0.0","0.0","Philippa_Gregory","M. A. Kuzmin","Philippa_Gregory","M. A. Kuzmin","0.0","0.0","Philippa_Gregory","M. A. Kuzmin","Philippa_Gregory","M. A. Kuzmin","0.0625","0.0625","Philippa_Gregory","M. A. Kuzmin","philippa_gregory","m. a. kuzmin","0.0","0.0"
"WekaMatchingRule","C5300","wiki_books_8568","0.03649732377789485",,"The Thicket","The Threat","The Thicket","The Threat","0.0","0.0","The Thicket","The Threat","The Thicket","The Threat","0.6363636363636364","0.6363636363636364","The Thicket","The Threat","The Thicket","The Threat","0.3333333333333333","0.3333333333333333","2013-09-10T00:00","1998-08-28T00:00","2013-09-10T00:00","1998-08-28T00:00","0.0","0.0","2013-09-10T00:00","1998-08-28T00:00","2013-09-10T00:00","1998-08-28T00:00","0.0","0.0","Joe_R._Lansdale","K. A. Applegate","Joe_R._Lansdale","K. A. Applegate","0.0","0.0","Joe_R._Lansdale","K. A. Applegate","Joe_R._Lansdale","K. A. Applegate","0.1333333333333333","0.1333333333333333","Joe_R._Lansdale","K. A. Applegate","joe_r._lansdale","k. a. applegate","0.0","0.0"
"WekaMatchingRule","C2143","wiki_books_11663","0.9986191818033784",,"Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","1.0","1.0","Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","1.0","1.0","Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","Ireland: Awakening","1.0","1.0","2006-03-02T00:00","2006-03-02T00:00","2006-03-02T00:00","2006-03-02T00:00","1.0","1.0","2006-03-02T00:00","2006-03-02T00:00","2006-03-02T00:00","2006-03-02T00:00","1.0","1.0","Edward_Rutherfurd","Edward Rutherfurd","Edward_Rutherfurd","Edward Rutherfurd","1.0","1.0","Edward_Rutherfurd","Edward Rutherfurd","Edward_Rutherfurd","Edward Rutherfurd","0.9411764705882353","0.9411764705882353","Edward_Rutherfurd","Edward Rutherfurd","edward_rutherfurd","edward rutherfurd","1.0","0.0"
"WekaMatchingRule","C5453","wiki_books_11324","0.007389887993991027",,"Wideacre","Will","Wideacre","Will","0.0","0.0","Wideacre","Will","Wideacre","Will","0.25","0.25","Wideacre","Will","Wideacre","Will","0.0","0.0","1987-02-01T00:00","1970-01-01T00:00","1987-02-01T00:00","1970-01-01T00:00","0.0","0.0","1987-02-01T00:00","1970-01-01T00:00","1987-02-01T00:00","1970-01-01T00:00","0.0","0.0","Philippa_Gregory",,"Philippa_Gregory",,"0.0","0.0","Philippa_Gregory",,"Philippa_Gregory",,"0.0","0.0","Philippa_Gregory",,"philippa_gregory","","0.0","0.0"
"WekaMatchingRule","C4587","wiki_books_6427","0.01867651067234186",,"The Lost Books of the Odyssey","The Lost Boy","The Lost Books of the Odyssey","The Lost Boy","0.0","0.0","The Lost Books of the Odyssey","The Lost Boy","The Lost Books of the Odyssey","The Lost Boy","0.4137931034482759","0.4137931034482759","The Lost Books of the Odyssey","The Lost Boy","The Lost Books of the Odyssey","The Lost Boy","0.3333333333333333","0.3333333333333333","1905-07-02T00:00","1970-01-01T00:00","1905-07-02T00:00","1970-01-01T00:00","0.0","0.0","1905-07-02T00:00","1970-01-01T00:00","1905-07-02T00:00","1970-01-01T00:00","0.0","0.0","Zachary_Mason","Dave Pelzer","Zachary_Mason","Dave Pelzer","0.0","0.0","Zachary_Mason","Dave Pelzer","Zachary_Mason","Dave Pelzer","0.07692307692307687","0.07692307692307687","Zachary_Mason","Dave Pelzer","zachary_mason","dave pelzer","0.0","0.0"
"WekaMatchingRule","C1221","wiki_books_4956","0.18080942124909635",,"The Making of a Teacher","The Making of the Representative for Planet 8","The Making of a Teacher","The Making of the Representative for Planet 8","0.0","0.0","The Making of a Teacher","The Making of the Representative for Planet 8","The Making of a Teacher","The Making of the Representative for Planet 8","0.4222222222222223","0.4222222222222223","The Making of a Teacher","The Making of the Representative for Planet 8","The Making of a Teacher","The Making of the Representative for Planet 8","0.3333333333333333","0.3333333333333333","1905-06-11T00:00","1982-01-28T00:00","1905-06-11T00:00","1982-01-28T00:00","0.0","0.0","1905-06-11T00:00","1982-01-28T00:00","1905-06-11T00:00","1982-01-28T00:00","0.0","0.0","Carol_Lee_Flinders","Doris Lessing","Carol_Lee_Flinders","Doris Lessing","0.0","0.0","Carol_Lee_Flinders","Doris Lessing","Carol_Lee_Flinders","Doris Lessing","0.2777777777777778","0.2777777777777778","Carol_Lee_Flinders","Doris Lessing","carol_lee_flinders","doris lessing","0.0","0.0"
"WekaMatchingRule","C3746","wiki_books_15326","0.016515852363582016",,"Reamde","Requiem","Reamde","Requiem","0.0","0.0","Reamde","Requiem","Reamde","Requiem","0.4285714285714286","0.4285714285714286","Reamde","Requiem","Reamde","Requiem","0.0","0.0","2011-09-20T00:00","2008-01-28T00:00","2011-09-20T00:00","2008-01-28T00:00","0.0","0.0","2011-09-20T00:00","2008-01-28T00:00","2011-09-20T00:00","2008-01-28T00:00","0.7","0.7","Neal_Stephenson","Robyn Young","Neal_Stephenson","Robyn Young","0.0","0.0","Neal_Stephenson","Robyn Young","Neal_Stephenson","Robyn Young","0.06666666666666665","0.06666666666666665","Neal_Stephenson","Robyn Young","neal_stephenson","robyn young","0.0","0.0"
"WekaMatchingRule","C5198","wiki_books_13332","0.04639553702418214",,"The Fall of the Stone City","The Fate of a Crown","The Fall of the Stone City","The Fate of a Crown","0.0","0.0","The Fall of the Stone City","The Fate of a Crown","The Fall of the Stone City","The Fate of a Crown","0.46153846153846156","0.46153846153846156","The Fall of the Stone City","The Fate of a Crown","The Fall of the Stone City","The Fate of a Crown","0.25","0.25","1905-06-30T00:00","1970-01-01T00:00","1905-06-30T00:00","1970-01-01T00:00","0.0","0.0","1905-06-30T00:00","1970-01-01T00:00","1905-06-30T00:00","1970-01-01T00:00","0.0","0.0","Ismail_Kadare","L. Frank Baum","Ismail_Kadare","L. Frank Baum","0.0","0.0","Ismail_Kadare","L. Frank Baum","Ismail_Kadare","L. Frank Baum","0.15384615384615385","0.15384615384615385","Ismail_Kadare","L. Frank Baum","ismail_kadare","l. frank baum","0.0","0.0"
"WekaMatchingRule","C1438","wiki_books_2082","0.021057610030431998",,"The Mark of the Assassin","Thuvia, Maid of Mars","The Mark of the Assassin","Thuvia, Maid of Mars","0.0","0.0","The Mark of the Assassin","Thuvia, Maid of Mars","The Mark of the Assassin","Thuvia, Maid of Mars","0.29166666666666663","0.29166666666666663","The Mark of the Assassin","Thuvia, Maid of Mars","The Mark of the Assassin","Thuvia, Maid of Mars","0.14285714285714285","0.14285714285714285","1905-06-20T00:00","1920-01-28T00:00","1905-06-20T00:00","1920-01-28T00:00","0.0","0.0","1905-06-20T00:00","1920-01-28T00:00","1905-06-20T00:00","1920-01-28T00:00","0.0","0.0","Daniel_Silva_(novelist)","Edgar Rice Burroughs","Daniel_Silva_(novelist)","Edgar Rice Burroughs","0.0","0.0","Daniel_Silva_(novelist)","Edgar Rice Burroughs","Daniel_Silva_(novelist)","Edgar Rice Burroughs","0.08695652173913049","0.08695652173913049","Daniel_Silva_(novelist)","Edgar Rice Burroughs","daniel_silva_(novelist)","edgar rice burroughs","0.0","0.0"
"WekaMatchingRule","C3787","wiki_books_8633","0.007389887993991027",,"The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","0.0","0.0","The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","0.33333333333333337","0.33333333333333337","The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","The Art of Nausicaä of the Valley of the Wind","The Art of Destruction","0.42857142857142855","0.42857142857142855","1996-07-31T00:00","1970-01-01T00:00","1996-07-31T00:00","1970-01-01T00:00","0.0","0.0","1996-07-31T00:00","1970-01-01T00:00","1996-07-31T00:00","1970-01-01T00:00","0.0","0.0","Hayao_Miyazaki","Stephen Cole","Hayao_Miyazaki","Stephen Cole","0.0","0.0","Hayao_Miyazaki","Stephen Cole","Hayao_Miyazaki","Stephen Cole","0.0","0.0","Hayao_Miyazaki","Stephen Cole","hayao_miyazaki","stephen cole","0.0","0.0"
"WekaMatchingRule","C5592","wiki_books_7095","0.10648880057496432",,"Wintergirls","Wieland","Wintergirls","Wieland","0.0","0.0","Wintergirls","Wieland","Wintergirls","Wieland","0.2727272727272727","0.2727272727272727","Wintergirls","Wieland","Wintergirls","Wieland","0.0","0.0","1905-07-01T00:00","1798-01-28T00:00","1905-07-01T00:00","1798-01-28T00:00","0.0","0.0","1905-07-01T00:00","1798-01-28T00:00","1905-07-01T00:00","1798-01-28T00:00","0.0","0.0","Laurie_Halse_Anderson","Charles Brockden Brown","Laurie_Halse_Anderson","Charles Brockden Brown","0.0","0.0","Laurie_Halse_Anderson","Charles Brockden Brown","Laurie_Halse_Anderson","Charles Brockden Brown","0.2272727272727273","0.2272727272727273","Laurie_Halse_Anderson","Charles Brockden Brown","laurie_halse_anderson","charles brockden brown","0.0","0.0"
"WekaMatchingRule","C5528","wiki_books_16260","0.9981387366450695","1","The Magician King","The Magician King","The Magician King","The Magician King","1.0","1.0","The Magician King","The Magician King","The Magician King","The Magician King","1.0","1.0","The Magician King","The Magician King","The Magician King","The Magician King","1.0","1.0","1905-07-03T00:00","2011-01-28T00:00","1905-07-03T00:00","2011-01-28T00:00","0.0","0.0","1905-07-03T00:00","2011-01-28T00:00","1905-07-03T00:00","2011-01-28T00:00","0.0","0.0","Lev_Grossman","Lev Grossman","Lev_Grossman","Lev Grossman","1.0","1.0","Lev_Grossman","Lev Grossman","Lev_Grossman","Lev Grossman","0.9166666666666666","0.9166666666666666","Lev_Grossman","Lev Grossman","lev_grossman","lev grossman","1.0","0.0"
"WekaMatchingRule","C1243","wiki_books_13067",,"0","The Owl Service","A Suspension of Mercy","The Owl Service","A Suspension of Mercy","0.0","0.0","The Owl Service","A Suspension of Mercy","The Owl Service","A Suspension of Mercy","0.19047619047619047","0.19047619047619047","The Owl Service","A Suspension of Mercy","The Owl Service","A Suspension of Mercy","0.0","0.0","1905-05-20T00:00","1970-01-01T00:00","1905-05-20T00:00","1970-01-01T00:00","0.0","0.0","1905-05-20T00:00","1970-01-01T00:00","1905-05-20T00:00","1970-01-01T00:00","0.0","0.0","Alan_Garner",,"Alan_Garner",,"0.0","0.0","Alan_Garner",,"Alan_Garner",,"0.0","0.0","Alan_Garner",,"alan_garner","","0.0","0.0"
"WekaMatchingRule","C5296","wiki_books_7488","0.13589539276227053",,"The Sword of Summer","The Sword Of The Dawn","The Sword of Summer","The Sword Of The Dawn","0.0","0.0","The Sword of Summer","The Sword Of The Dawn","The Sword of Summer","The Sword Of The Dawn","0.6190476190476191","0.6190476190476191","The Sword of Summer","The Sword Of The Dawn","The Sword of Summer","The Sword Of The Dawn","0.6","0.6","2015-10-06T00:00","1968-01-28T00:00","2015-10-06T00:00","1968-01-28T00:00","0.0","0.0","2015-10-06T00:00","1968-01-28T00:00","2015-10-06T00:00","1968-01-28T00:00","0.0","0.0","Rick_Riordan","Michael Moorcock","Rick_Riordan","Michael Moorcock","0.0","0.0","Rick_Riordan","Michael Moorcock","Rick_Riordan","Michael Moorcock","0.25","0.25","Rick_Riordan","Michael Moorcock","rick_riordan","michael moorcock","0.0","0.0"
"WekaMatchingRule","C3077","wiki_books_1212","0.9982785280613697","1","Riddley Walker","Riddley Walker","Riddley Walker","Riddley Walker","1.0","1.0","Riddley Walker","Riddley Walker","Riddley Walker","Riddley Walker","1.0","1.0","Riddley Walker","Riddley Walker","Riddley Walker","Riddley Walker","1.0","1.0","1980-10-16T00:00","1980-01-28T00:00","1980-10-16T00:00","1980-01-28T00:00","1.0","1.0","1980-10-16T00:00","1980-01-28T00:00","1980-10-16T00:00","1980-01-28T00:00","1.0","1.0","Russell_Hoban","Russell Hoban","Russell_Hoban","Russell Hoban","1.0","1.0","Russell_Hoban","Russell Hoban","Russell_Hoban","Russell Hoban","0.9230769230769231","0.9230769230769231","Russell_Hoban","Russell Hoban","russell_hoban","russell hoban","1.0","0.0"
"WekaMatchingRule","C376","wiki_books_11252","0.007389887993991027","0","Honoured Enemy","Honoured Enemy","Honoured Enemy","Honoured Enemy","1.0","1.0","Honoured Enemy","Honoured Enemy","Honoured Enemy","Honoured Enemy","1.0","1.0","Honoured Enemy","Honoured Enemy","Honoured Enemy","Honoured Enemy","1.0","1.0","1970-01-01T00:00","1970-01-01T00:00","1970-01-01T00:00","1970-01-01T00:00","1.0","1.0","1970-01-01T00:00","1970-01-01T00:00","1970-01-01T00:00","1970-01-01T00:00","1.0","1.0",,"William R. Forstchen",,"William R. Forstchen","0.0","0.0",,"William R. Forstchen",,"William R. Forstchen","0.0","0.0",,"William R. Forstchen","","william r. forstchen","0.0","0.0"
"WekaMatchingRule","C4345","wiki_books_4072",,"0","The Secret (novel)","The Chequer Board","The Secret (novel)","The Chequer Board","0.0","0.0","The Secret (novel)","The Chequer Board","The Secret (novel)","The Chequer Board","0.38888888888888884","0.38888888888888884","The Secret (novel)","The Chequer Board","The Secret (novel)","The Chequer Board","0.2","0.2","1997-07-01T00:00","1970-01-01T00:00","1997-07-01T00:00","1970-01-01T00:00","0.0","0.0","1997-07-01T00:00","1970-01-01T00:00","1997-07-01T00:00","1970-01-01T00:00","0.0","0.0","K._A._Applegate","Nevil Shute","K._A._Applegate","Nevil Shute","0.0","0.0","K._A._Applegate","Nevil Shute","K._A._Applegate","Nevil Shute","0.1333333333333333","0.1333333333333333","K._A._Applegate","Nevil Shute","k._a._applegate","nevil shute","0.0","0.0"
"WekaMatchingRule","C2613","wiki_books_15037","0.880415369974958","1","Fox at the Front","Fox at the Front","Fox at the Front","Fox at the Front","1.0","1.0","Fox at the Front","Fox at the Front","Fox at the Front","Fox at the Front","1.0","1.0","Fox at the Front","Fox at the Front","Fox at the Front","Fox at the Front","1.0","1.0","2003-11-01T00:00","1970-01-01T00:00","2003-11-01T00:00","1970-01-01T00:00","0.0","0.0","2003-11-01T00:00","1970-01-01T00:00","2003-11-01T00:00","1970-01-01T00:00","0.0","0.0","Michael_Dobson_(author)","Michael Dobson","Michael_Dobson_(author)","Michael Dobson","0.6666666666666666","0.0","Michael_Dobson_(author)","Michael Dobson","Michael_Dobson_(author)","Michael Dobson","0.5652173913043479","0.5652173913043479","Michael_Dobson_(author)","Michael Dobson","michael_dobson_(author)","michael dobson","0.6666666666666666","0.0"
"WekaMatchingRule","C5387","wiki_books_11603","0.9977199509497612",,"Something Upstairs","Something Upstairs","Something Upstairs","Something Upstairs","1.0","1.0","Something Upstairs","Something Upstairs","Something Upstairs","Something Upstairs","1.0","1.0","Something Upstairs","Something Upstairs","Something Upstairs","Something Upstairs","1.0","1.0","1988-09-01T00:00","1988-09-01T00:00","1988-09-01T00:00","1988-09-01T00:00","1.0","1.0","1988-09-01T00:00","1988-09-01T00:00","1988-09-01T00:00","1988-09-01T00:00","1.0","1.0","Edward_Irving_Wortis","Edward Irving Wortis","Edward_Irving_Wortis","Edward Irving Wortis","1.0","1.0","Edward_Irving_Wortis","Edward Irving Wortis","Edward_Irving_Wortis","Edward Irving Wortis","0.9","0.9","Edward_Irving_Wortis","Edward Irving Wortis","edward_irving_wortis","edward irving wortis","1.0","0.0"
"WekaMatchingRule","C564","wiki_books_3075","0.0923240914000628",,"Inkheart","Incompetence","Inkheart","Incompetence","0.0","0.0","Inkheart","Incompetence","Inkheart","Incompetence","0.25","0.25","Inkheart","Incompetence","Inkheart","Incompetence","0.0","0.0","2003-09-23T00:00","2003-01-28T00:00","2003-09-23T00:00","2003-01-28T00:00","1.0","1.0","2003-09-23T00:00","2003-01-28T00:00","2003-09-23T00:00","2003-01-28T00:00","1.0","1.0","Cornelia_Funke","Rob Grant","Cornelia_Funke","Rob Grant","0.0","0.0","Cornelia_Funke","Rob Grant","Cornelia_Funke","Rob Grant","0.2142857142857143","0.2142857142857143","Cornelia_Funke","Rob Grant","cornelia_funke","rob grant","0.0","0.0"
"WekaMatchingRule","C1346","wiki_books_12344","0.007389887993991027",,"The Various","The Valley","The Various","The Valley","0.0","0.0","The Various","The Valley","The Various","The Valley","0.5454545454545454","0.5454545454545454","The Various","The Valley","The Various","The Valley","0.3333333333333333","0.3333333333333333","2003-08-07T00:00","2005-01-28T00:00","2003-08-07T00:00","2005-01-28T00:00","0.0","0.0","2003-08-07T00:00","2005-01-28T00:00","2003-08-07T00:00","2005-01-28T00:00","0.8","0.8","Steve_Augarde","Barry Pilton","Steve_Augarde","Barry Pilton","0.0","0.0","Steve_Augarde","Barry Pilton","Steve_Augarde","Barry Pilton","0.0","0.0","Steve_Augarde","Barry Pilton","steve_augarde","barry pilton","0.0","0.0"
"WekaMatchingRule","C5528","wiki_books_10729","0.024601022459724408",,"The Magician King","The Mad King","The Magician King","The Mad King","0.0","0.0","The Magician King","The Mad King","The Magician King","The Mad King","0.6470588235294117","0.6470588235294117","The Magician King","The Mad King","The Magician King","The Mad King","0.5","0.5","1905-07-03T00:00","1926-01-28T00:00","1905-07-03T00:00","1926-01-28T00:00","0.0","0.0","1905-07-03T00:00","1926-01-28T00:00","1905-07-03T00:00","1926-01-28T00:00","0.0","0.0","Lev_Grossman","Edgar Rice Burroughs","Lev_Grossman","Edgar Rice Burroughs","0.0","0.0","Lev_Grossman","Edgar Rice Burroughs","Lev_Grossman","Edgar Rice Burroughs","0.09999999999999998","0.09999999999999998","Lev_Grossman","Edgar Rice Burroughs","lev_grossman","edgar rice burroughs","0.0","0.0"
"WekaMatchingRule","C4637","wiki_books_13408","0.4733470350872215","0","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","1.0","1.0","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","1.0","1.0","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","Ritournelle de la faim","1.0","1.0","2008-10-01T00:00","2008-10-01T00:00","2008-10-01T00:00","2008-10-01T00:00","1.0","1.0","2008-10-01T00:00","2008-10-01T00:00","2008-10-01T00:00","2008-10-01T00:00","1.0","1.0","J._M._G._Le_Clézio","Jean-Marie Gustave Le Clézio","J._M._G._Le_Clézio","Jean-Marie Gustave Le Clézio","0.25","0.0","J._M._G._Le_Clézio","Jean-Marie Gustave Le Clézio","J._M._G._Le_Clézio","Jean-Marie Gustave Le Clézio","0.3928571428571429","0.3928571428571429","J._M._G._Le_Clézio","Jean-Marie Gustave Le Clézio","j._m._g._le_clézio","jean-marie gustave le clézio","0.25","0.0"
"WekaMatchingRule","C2149","wiki_books_2368",,"0","Irish Linen","Celebrated Cases of Judge Dee","Irish Linen","Celebrated Cases of Judge Dee","0.0","0.0","Irish Linen","Celebrated Cases of Judge Dee","Irish Linen","Celebrated Cases of Judge Dee","0.13793103448275867","0.13793103448275867","Irish Linen","Celebrated Cases of Judge Dee","Irish Linen","Celebrated Cases of Judge Dee","0.0","0.0","2007-02-06T00:00","1970-01-01T00:00","2007-02-06T00:00","1970-01-01T00:00","0.0","0.0","2007-02-06T00:00","1970-01-01T00:00","2007-02-06T00:00","1970-01-01T00:00","0.0","0.0","Andrew_M._Greeley",,"Andrew_M._Greeley",,"0.0","0.0","Andrew_M._Greeley",,"Andrew_M._Greeley",,"0.0","0.0","Andrew_M._Greeley",,"andrew_m._greeley","","0.0","0.0"
